Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Format
New Zealand,England,England,7 wickets,Auckland,"Jan 11, 1992",ODI # 701,ODI 
New Zealand,England,New Zealand,7 runs,Auckland,"Feb 16, 1991",ODI # 670,ODI 
New Zealand,England,New Zealand,9 runs,Wellington,"Feb 13, 1991",ODI # 669,ODI 
New Zealand,England,England,14 runs,Christchurch,"Feb 9, 1991",ODI # 668,ODI 
England,New Zealand,New Zealand,8 wickets,Brisbane,"Dec 15, 1990",ODI # 652,ODI 
England,New Zealand,England,33 runs,Sydney,"Dec 13, 1990",ODI # 651,ODI 
England,New Zealand,England,4 wickets,W.A.C.A,"Dec 7, 1990",ODI # 647,ODI 
England,New Zealand,New Zealand,7 runs,Adelaide,"Dec 1, 1990",ODI # 643,ODI 
England,New Zealand,England,6 wickets,The Oval,"May 25, 1990",ODI # 633,ODI 
England,New Zealand,New Zealand,4 wickets,Leeds,"May 23, 1990",ODI # 632,ODI 
New Zealand,England,New Zealand,4 wickets,Auckland,"Mar 19, 1988",ODI # 510,ODI 
New Zealand,England,New Zealand,7 wickets,Napier,"Mar 16, 1988",ODI # 508,ODI 
New Zealand,England,England,6 wickets,Christchurch,"Mar 12, 1988",ODI # 505,ODI 
New Zealand,England,England,5 wickets,Dunedin,"Mar 9, 1988",ODI # 504,ODI 
England,New Zealand,England,6 wickets,Manchester,"Jul 18, 1986",ODI # 389,ODI 
England,New Zealand,New Zealand,47 runs,Leeds,"Jul 16, 1986",ODI # 388,ODI 
New Zealand,England,New Zealand,7 wickets,Auckland,"Feb 25, 1984",ODI # 251,ODI 
New Zealand,England,England,6 wickets,Wellington,"Feb 22, 1984",ODI # 250,ODI 
New Zealand,England,England,54 runs,Christchurch,"Feb 18, 1984",ODI # 249,ODI 
England,New Zealand,New Zealand,2 wickets,Birmingham,"Jun 15, 1983",ODI # 209,ODI 
England,New Zealand,England,106 runs,The Oval,"Jun 9, 1983",ODI # 197,ODI 
New Zealand,England,New Zealand,84 runs,Christchurch,"Feb 26, 1983",ODI # 185,ODI 
New Zealand,England,New Zealand,103 runs,Wellington,"Feb 23, 1983",ODI # 184,ODI 
New Zealand,England,New Zealand,6 wickets,Auckland,"Feb 19, 1983",ODI # 183,ODI 
England,New Zealand,New Zealand,7 wickets,W.A.C.A,"Feb 5, 1983",ODI # 179,ODI 
England,New Zealand,New Zealand,4 wickets,Adelaide,"Jan 29, 1983",ODI # 176,ODI 
England,New Zealand,England,8 wickets,Sydney,"Jan 20, 1983",ODI # 171,ODI 
England,New Zealand,England,54 runs,Brisbane,"Jan 15, 1983",ODI # 168,ODI 
England,New Zealand,New Zealand,2 runs,Melbourne,"Jan 13, 1983",ODI # 167,ODI 
England,New Zealand,England,9 runs,Manchester,"Jun 20, 1979",ODI # 72,ODI 
England,New Zealand,England,126 runs,Manchester,"Jul 17, 1978",ODI # 53,ODI 
England,New Zealand,England,19 runs,Scarborough,"Jul 15, 1978",ODI # 52,ODI 
England,New Zealand,England,80 runs,Nottingham,"Jun 11, 1975",ODI # 23,ODI 
New Zealand,England,no result,,Wellington,"Mar 9, 1975",ODI # 18,ODI 
New Zealand,England,no result,,Dunedin,"Mar 8, 1975",ODI # 17,ODI 
England,New Zealand,no result,,Manchester,"Jul 20, 1973",ODI # 7,ODI 
England,New Zealand,England,7 wickets,Swansea,"Jul 18, 1973",ODI # 6,ODI 
England,New Zealand,New Zealand,6 wickets,Nottingham,"Sep 5, 2023",T20I # 2232,T20I 
England,New Zealand,New Zealand,74 runs,Birmingham,"Sep 3, 2023",T20I # 2231,T20I 
England,New Zealand,England,95 runs,Manchester,"Sep 1, 2023",T20I # 2229,T20I 
England,New Zealand,England,7 wickets,Chester-le-Street,"Aug 30, 2023",T20I # 2225,T20I 
England,New Zealand,England,20 runs,Brisbane,"Nov 1, 2022",T20I # 1858,T20I 
England,New Zealand,New Zealand,5 wickets,Abu Dhabi,"Nov 10, 2021",T20I # 1415,T20I 
New Zealand,England,tied,,Auckland,"Nov 10, 2019",T20I # 1012,T20I 
New Zealand,England,England,76 runs,Napier,"Nov 8, 2019",T20I # 1008,T20I 
New Zealand,England,New Zealand,14 runs,Nelson,"Nov 5, 2019",T20I # 1001,T20I 
New Zealand,England,New Zealand,21 runs,Wellington,"Nov 3, 2019",T20I # 998,T20I 
New Zealand,England,England,7 wickets,Christchurch,"Nov 1, 2019",T20I # 992,T20I 
New Zealand,England,England,2 runs,Hamilton,"Feb 18, 2018",T20I # 650,T20I 
New Zealand,England,New Zealand,12 runs,Wellington,"Feb 13, 2018",T20I # 647,T20I 
England,New Zealand,England,7 wickets,Delhi,"Mar 30, 2016",T20I # 555,T20I 
England,New Zealand,England,56 runs,Manchester,"Jun 23, 2015",T20I # 423,T20I 
England,New Zealand,New Zealand,9 runs,Chattogram,"Mar 22, 2014",T20I # 380,T20I 
England,New Zealand,no result,,The Oval,"Jun 27, 2013",T20I # 318,T20I 
England,New Zealand,New Zealand,5 runs,The Oval,"Jun 25, 2013",T20I # 317,T20I 
New Zealand,England,England,10 wickets,Wellington,"Feb 15, 2013",T20I # 304,T20I 
New Zealand,England,New Zealand,55 runs,Hamilton,"Feb 12, 2013",T20I # 302,T20I 
New Zealand,England,England,40 runs,Auckland,"Feb 9, 2013",T20I # 301,T20I 
England,New Zealand,England,6 wickets,Pallekele,"Sep 29, 2012",T20I # 279,T20I 
England,New Zealand,England,3 wickets,Gros Islet,"May 10, 2010",T20I # 172,T20I 
England,New Zealand,England,9 wickets,Manchester,"Jun 13, 2008",T20I # 56,T20I 
New Zealand,England,England,50 runs,Christchurch,"Feb 7, 2008",T20I # 54,T20I 
New Zealand,England,England,32 runs,Auckland,"Feb 5, 2008",T20I # 53,T20I 
England,New Zealand,New Zealand,5 runs,Durban,"Sep 18, 2007",T20I # 36,T20I 
England,South Africa,England,9 wickets,The Oval,"Sep 8-12, 2022",Test # 2476,Test 
England,South Africa,England,inns & 85 runs,Manchester,"Aug 25-27, 2022",Test # 2475,Test 
England,South Africa,South Africa,inns & 12 runs,Lord's,"Aug 17-19, 2022",Test # 2474,Test 
South Africa,England,England,191 runs,Johannesburg,"Jan 24-27, 2020",Test # 2382,Test 
South Africa,England,England,inns & 53 runs,Gqeberha,"Jan 16-20, 2020",Test # 2380,Test 
South Africa,England,England,189 runs,Cape Town,"Jan 3-7, 2020",Test # 2379,Test 
South Africa,England,South Africa,107 runs,Centurion,"Dec 26-29, 2019",Test # 2377,Test 
England,South Africa,England,177 runs,Manchester,"Aug 4-7, 2017",Test # 2268,Test 
England,South Africa,England,239 runs,The Oval,"Jul 27-31, 2017",Test # 2266,Test 
England,South Africa,South Africa,340 runs,Nottingham,"Jul 14-17, 2017",Test # 2264,Test 
England,South Africa,England,211 runs,Lord's,"Jul 6-9, 2017",Test # 2262,Test 
South Africa,England,South Africa,280 runs,Centurion,"Jan 22-26, 2016",Test # 2200,Test 
South Africa,England,England,7 wickets,Johannesburg,"Jan 14-16, 2016",Test # 2199,Test 
South Africa,England,drawn,,Cape Town,"Jan 2-6, 2016",Test # 2197,Test 
South Africa,England,England,241 runs,Durban,"Dec 26-30, 2015",Test # 2196,Test 
England,South Africa,South Africa,51 runs,Lord's,"Aug 16-20, 2012",Test # 2053,Test 
England,South Africa,drawn,,Leeds,"Aug 2-6, 2012",Test # 2051,Test 
England,South Africa,South Africa,inns & 12 runs,The Oval,"Jul 19-23, 2012",Test # 2049,Test 
South Africa,England,South Africa,inns & 74 runs,Johannesburg,"Jan 14-17, 2010",Test # 1948,Test 
South Africa,England,drawn,,Cape Town,"Jan 3-7, 2010",Test # 1946,Test 
South Africa,England,England,inns & 98 runs,Durban,"Dec 26-30, 2009",Test # 1944,Test 
South Africa,England,drawn,,Centurion,"Dec 16-20, 2009",Test # 1942,Test 
England,South Africa,England,6 wickets,The Oval,"Aug 7-11, 2008",Test # 1885,Test 
England,South Africa,South Africa,5 wickets,Birmingham,"Jul 30-Aug 2, 2008",Test # 1883,Test 
England,South Africa,South Africa,10 wickets,Leeds,"Jul 18-21, 2008",Test # 1881,Test 
England,South Africa,drawn,,Lord's,"Jul 10-14, 2008",Test # 1880,Test 
South Africa,England,drawn,,Centurion,"Jan 21-25, 2005",Test # 1736,Test 
South Africa,England,England,77 runs,Johannesburg,"Jan 13-17, 2005",Test # 1734,Test 
South Africa,England,South Africa,196 runs,Cape Town,"Jan 2-6, 2005",Test # 1732,Test 
South Africa,England,drawn,,Durban,"Dec 26-30, 2004",Test # 1730,Test 
South Africa,England,England,7 wickets,Gqeberha,"Dec 17-21, 2004",Test # 1728,Test 
England,South Africa,England,9 wickets,The Oval,"Sep 4-8, 2003",Test # 1659,Test 
England,South Africa,South Africa,191 runs,Leeds,"Aug 21-25, 2003",Test # 1656,Test 
England,South Africa,England,70 runs,Nottingham,"Aug 14-18, 2003",Test # 1654,Test 
England,South Africa,South Africa,inns & 92 runs,Lord's,"Jul 31-Aug 3, 2003",Test # 1653,Test 
England,South Africa,drawn,,Birmingham,"Jul 24-28, 2003",Test # 1651,Test 
South Africa,England,England,2 wickets,Centurion,"Jan 14-18, 2000",Test # 1483,Test 
South Africa,England,South Africa,inns & 37 runs,Cape Town,"Jan 2-5, 2000",Test # 1482,Test 
South Africa,England,drawn,,Durban,"Dec 26-30, 1999",Test # 1480,Test 
South Africa,England,drawn,,Gqeberha,"Dec 9-13, 1999",Test # 1475,Test 
South Africa,England,South Africa,inns & 21 runs,Johannesburg,"Nov 25-28, 1999",Test # 1471,Test 
England,South Africa,England,23 runs,Leeds,"Aug 6-10, 1998",Test # 1422,Test 
England,South Africa,England,8 wickets,Nottingham,"Jul 23-27, 1998",Test # 1421,Test 
England,South Africa,drawn,,Manchester,"Jul 2-6, 1998",Test # 1420,Test 
England,South Africa,South Africa,10 wickets,Lord's,"Jun 18-21, 1998",Test # 1419,Test 
England,South Africa,drawn,,Birmingham,"Jun 4-8, 1998",Test # 1417,Test 
South Africa,England,South Africa,10 wickets,Cape Town,"Jan 2-4, 1996",Test # 1321,Test 
South Africa,England,drawn,,Gqeberha,"Dec 26-30, 1995",Test # 1320,Test 
South Africa,England,drawn,,Durban,"Dec 14-18, 1995",Test # 1318,Test 
South Africa,England,drawn,,Johannesburg,"Nov 30-Dec 4, 1995",Test # 1315,Test 
South Africa,England,drawn,,Centurion,"Nov 16-20, 1995",Test # 1312,Test 
England,South Africa,England,8 wickets,The Oval,"Aug 18-21, 1994",Test # 1266,Test 
England,South Africa,drawn,,Leeds,"Aug 4-8, 1994",Test # 1264,Test 
England,South Africa,South Africa,356 runs,Lord's,"Jul 21-24, 1994",Test # 1263,Test 
England,South Africa,drawn,,The Oval,"Aug 26-31, 1965",Test # 596,Test 
England,South Africa,South Africa,94 runs,Nottingham,"Aug 5-9, 1965",Test # 595,Test 
England,South Africa,drawn,,Lord's,"Jul 22-27, 1965",Test # 594,Test 
South Africa,England,drawn,,Gqeberha,"Feb 12-17, 1965",Test # 578,Test 
South Africa,England,drawn,,Johannesburg,"Jan 22-27, 1965",Test # 575,Test 
South Africa,England,drawn,,Cape Town,"Jan 1-6, 1965",Test # 573,Test 
South Africa,England,drawn,,Johannesburg,"Dec 23-29, 1964",Test # 572,Test 
South Africa,England,England,inns & 104 runs,Durban,"Dec 4-8, 1964",Test # 571,Test 
England,South Africa,drawn,,The Oval,"Aug 18-23, 1960",Test # 496,Test 
England,South Africa,drawn,,Manchester,"Jul 21-26, 1960",Test # 495,Test 
England,South Africa,England,8 wickets,Nottingham,"Jul 7-11, 1960",Test # 494,Test 
England,South Africa,England,inns & 73 runs,Lord's,"Jun 23-27, 1960",Test # 493,Test 
England,South Africa,England,100 runs,Birmingham,"Jun 9-14, 1960",Test # 492,Test 
South Africa,England,South Africa,58 runs,Gqeberha,"Mar 1-5, 1957",Test # 438,Test 
South Africa,England,South Africa,17 runs,Johannesburg,"Feb 15-20, 1957",Test # 437,Test 
South Africa,England,drawn,,Durban,"Jan 25-30, 1957",Test # 436,Test 
South Africa,England,England,312 runs,Cape Town,"Jan 1-5, 1957",Test # 435,Test 
South Africa,England,England,131 runs,Johannesburg,"Dec 24-29, 1956",Test # 434,Test 
England,South Africa,England,92 runs,The Oval,"Aug 13-17, 1955",Test # 412,Test 
England,South Africa,South Africa,224 runs,Leeds,"Jul 21-26, 1955",Test # 411,Test 
England,South Africa,South Africa,3 wickets,Manchester,"Jul 7-12, 1955",Test # 410,Test 
England,South Africa,England,71 runs,Lord's,"Jun 23-27, 1955",Test # 409,Test 
England,South Africa,England,inns & 5 runs,Nottingham,"Jun 9-13, 1955",Test # 407,Test 
England,South Africa,England,4 wickets,The Oval,"Aug 16-18, 1951",Test # 338,Test 
England,South Africa,drawn,,Leeds,"Jul 26-31, 1951",Test # 337,Test 
England,South Africa,England,9 wickets,Manchester,"Jul 5-10, 1951",Test # 336,Test 
England,South Africa,England,10 wickets,Lord's,"Jun 21-23, 1951",Test # 335,Test 
England,South Africa,South Africa,71 runs,Nottingham,"Jun 7-12, 1951",Test # 334,Test 
South Africa,England,England,3 wickets,Gqeberha,"Mar 5-9, 1949",Test # 313,Test 
South Africa,England,drawn,,Johannesburg,"Feb 12-16, 1949",Test # 312,Test 
South Africa,England,drawn,,Cape Town,"Jan 1-5, 1949",Test # 309,Test 
South Africa,England,drawn,,Johannesburg,"Dec 27-30, 1948",Test # 307,Test 
South Africa,England,England,2 wickets,Durban,"Dec 16-20, 1948",Test # 306,Test 
England,South Africa,drawn,,The Oval,"Aug 16-20, 1947",Test # 289,Test 
England,South Africa,England,10 wickets,Leeds,"Jul 26-29, 1947",Test # 288,Test 
England,South Africa,England,7 wickets,Manchester,"Jul 5-9, 1947",Test # 287,Test 
England,South Africa,England,10 wickets,Lord's,"Jun 21-25, 1947",Test # 286,Test 
England,South Africa,drawn,,Nottingham,"Jun 7-11, 1947",Test # 285,Test 
South Africa,England,drawn,,Durban,"Mar 3-14, 1939",Test # 271,Test 
South Africa,England,drawn,,Johannesburg,"Feb 18-22, 1939",Test # 270,Test 
South Africa,England,England,inns & 13 runs,Durban,"Jan 20-23, 1939",Test # 269,Test 
South Africa,England,drawn,,Cape Town,"Dec 31, 1938 - Jan 4, 1939",Test # 268,Test 
South Africa,England,drawn,,Johannesburg,"Dec 24-28, 1938",Test # 267,Test 
England,South Africa,drawn,,The Oval,"Aug 17-20, 1935",Test # 246,Test 
England,South Africa,drawn,,Manchester,"Jul 27-30, 1935",Test # 245,Test 
England,South Africa,drawn,,Leeds,"Jul 13-16, 1935",Test # 244,Test 
England,South Africa,South Africa,157 runs,Lord's,"Jun 29-Jul 2, 1935",Test # 243,Test 
England,South Africa,drawn,,Nottingham,"Jun 15-18, 1935",Test # 242,Test 
South Africa,England,drawn,,Durban,"Feb 21-25, 1931",Test # 207,Test 
South Africa,England,drawn,,Johannesburg,"Feb 13-17, 1931",Test # 206,Test 
South Africa,England,drawn,,Durban,"Jan 16-20, 1931",Test # 204,Test 
South Africa,England,drawn,,Cape Town,"Jan 1-5, 1931",Test # 202,Test 
South Africa,England,South Africa,28 runs,Johannesburg,"Dec 24-27, 1930",Test # 200,Test 
England,South Africa,drawn,,The Oval,"Aug 17-20, 1929",Test # 185,Test 
England,South Africa,England,inns & 32 runs,Manchester,"Jul 27-30, 1929",Test # 184,Test 
England,South Africa,England,5 wickets,Leeds,"Jul 13-16, 1929",Test # 183,Test 
England,South Africa,drawn,,Lord's,"Jun 29-Jul 2, 1929",Test # 182,Test 
England,South Africa,drawn,,Birmingham,"Jun 15-18, 1929",Test # 181,Test 
South Africa,England,South Africa,8 wickets,Durban,"Feb 4-8, 1928",Test # 172,Test 
South Africa,England,South Africa,4 wickets,Johannesburg,"Jan 28-Feb 1, 1928",Test # 171,Test 
South Africa,England,drawn,,Durban,"Jan 21-25, 1928",Test # 170,Test 
South Africa,England,England,87 runs,Cape Town,"Dec 31, 1927 - Jan 4, 1928",Test # 169,Test 
South Africa,England,England,10 wickets,Johannesburg,"Dec 24-27, 1927",Test # 168,Test 
England,South Africa,drawn,,The Oval,"Aug 16-19, 1924",Test # 157,Test 
England,South Africa,drawn,,Manchester,"Jul 26-29, 1924",Test # 156,Test 
England,South Africa,England,9 wickets,Leeds,"Jul 12-15, 1924",Test # 155,Test 
England,South Africa,England,inns & 18 runs,Lord's,"Jun 28-Jul 1, 1924",Test # 154,Test 
England,South Africa,England,inns & 18 runs,Birmingham,"Jun 14-17, 1924",Test # 153,Test 
South Africa,England,England,109 runs,Durban,"Feb 16-22, 1923",Test # 152,Test 
South Africa,England,drawn,,Johannesburg,"Feb 9-13, 1923",Test # 151,Test 
South Africa,England,drawn,,Durban,"Jan 18-22, 1923",Test # 150,Test 
South Africa,England,England,1 wicket,Cape Town,"Jan 1-4, 1923",Test # 149,Test 
South Africa,England,South Africa,168 runs,Johannesburg,"Dec 23-28, 1922",Test # 148,Test 
South Africa,England,England,10 wickets,Gqeberha,"Feb 27-Mar 3, 1914",Test # 134,Test 
South Africa,England,drawn,,Durban,"Feb 14-18, 1914",Test # 133,Test 
South Africa,England,England,91 runs,Johannesburg,"Jan 1-5, 1914",Test # 132,Test 
South Africa,England,England,inns & 12 runs,Johannesburg,"Dec 26-30, 1913",Test # 131,Test 
South Africa,England,England,inns & 157 runs,Durban,"Dec 13-17, 1913",Test # 130,Test 
England,South Africa,England,10 wickets,The Oval,"Aug 12-13, 1912",Test # 128,Test 
England,South Africa,England,174 runs,Leeds,"Jul 8-10, 1912",Test # 124,Test 
England,South Africa,England,inns & 62 runs,Lord's,"Jun 10-12, 1912",Test # 122,Test 
South Africa,England,England,9 wickets,Cape Town,"Mar 11-14, 1910",Test # 110,Test 
South Africa,England,South Africa,4 wickets,Cape Town,"Mar 7-9, 1910",Test # 109,Test 
South Africa,England,England,3 wickets,Johannesburg,"Feb 26-Mar 3, 1910",Test # 108,Test 
South Africa,England,South Africa,95 runs,Durban,"Jan 21-26, 1910",Test # 107,Test 
South Africa,England,South Africa,19 runs,Johannesburg,"Jan 1-5, 1910",Test # 106,Test 
England,South Africa,drawn,,The Oval,"Aug 19-21, 1907",Test # 95,Test 
England,South Africa,England,53 runs,Leeds,"Jul 29-31, 1907",Test # 94,Test 
England,South Africa,drawn,,Lord's,"Jul 1-3, 1907",Test # 93,Test 
South Africa,England,South Africa,inns & 16 runs,Cape Town,"Mar 30-Apr 2, 1906",Test # 92,Test 
South Africa,England,England,4 wickets,Cape Town,"Mar 24-27, 1906",Test # 91,Test 
South Africa,England,South Africa,243 runs,Johannesburg,"Mar 10-14, 1906",Test # 90,Test 
South Africa,England,South Africa,9 wickets,Johannesburg,"Mar 6-8, 1906",Test # 89,Test 
South Africa,England,South Africa,1 wicket,Johannesburg,"Jan 2-4, 1906",Test # 88,Test 
South Africa,England,England,210 runs,Cape Town,"Apr 1-4, 1899",Test # 59,Test 
South Africa,England,England,32 runs,Johannesburg,"Feb 14-16, 1899",Test # 58,Test 
South Africa,England,England,inns & 33 runs,Cape Town,"Mar 21-23, 1896",Test # 49,Test 
South Africa,England,England,inns & 197 runs,Johannesburg,"Mar 2-4, 1896",Test # 48,Test 
South Africa,England,England,288 runs,Gqeberha,"Feb 13-14, 1896",Test # 47,Test 
South Africa,England,England,inns & 189 runs,Cape Town,"Mar 19-22, 1892",Test # 37,Test 
South Africa,England,England,inns & 202 runs,Cape Town,"Mar 25-26, 1889",Test # 32,Test 
South Africa,England,England,8 wickets,Gqeberha,"Mar 12-13, 1889",Test # 31,Test 
England,South Africa,South Africa,7 wickets,Karachi,"Mar 1, 2025",ODI # 4851,ODI 
England,South Africa,South Africa,229 runs,Wankhede,"Oct 21, 2023",ODI # 4677,ODI 
South Africa,England,England,59 runs,Kimberley,"Feb 1, 2023",ODI # 4514,ODI 
South Africa,England,South Africa,5 wickets,Bloemfontein,"Jan 29, 2023",ODI # 4513,ODI 
South Africa,England,South Africa,27 runs,Bloemfontein,"Jan 27, 2023",ODI # 4512,ODI 
England,South Africa,no result,,Leeds,"Jul 24, 2022",ODI # 4437,ODI 
England,South Africa,England,118 runs,Manchester,"Jul 22, 2022",ODI # 4435,ODI 
England,South Africa,South Africa,62 runs,Chester-le-Street,"Jul 19, 2022",ODI # 4434,ODI 
South Africa,England,England,2 wickets,Johannesburg,"Feb 9, 2020",ODI # 4242,ODI 
South Africa,England,no result,,Durban,"Feb 7, 2020",ODI # 4238,ODI 
South Africa,England,South Africa,7 wickets,Cape Town,"Feb 4, 2020",ODI # 4234,ODI 
England,South Africa,England,104 runs,The Oval,"May 30, 2019",ODI # 4143,ODI 
England,South Africa,South Africa,7 wickets,Lord's,"May 29, 2017",ODI # 3874,ODI 
England,South Africa,England,2 runs,Southampton,"May 27, 2017",ODI # 3873,ODI 
England,South Africa,England,72 runs,Leeds,"May 24, 2017",ODI # 3872,ODI 
South Africa,England,South Africa,5 wickets,Cape Town,"Feb 14, 2016",ODI # 3738,ODI 
South Africa,England,South Africa,1 wicket,Johannesburg,"Feb 12, 2016",ODI # 3737,ODI 
South Africa,England,South Africa,7 wickets,Centurion,"Feb 9, 2016",ODI # 3736,ODI 
South Africa,England,England,5 wickets,Gqeberha,"Feb 6, 2016",ODI # 3734,ODI 
South Africa,England,England,39 runs,Bloemfontein,"Feb 3, 2016",ODI # 3732,ODI 
England,South Africa,England,7 wickets,The Oval,"Jun 19, 2013",ODI # 3375,ODI 
England,South Africa,South Africa,7 wickets,Nottingham,"Sep 5, 2012",ODI # 3304,ODI 
England,South Africa,England,6 wickets,Lord's,"Sep 2, 2012",ODI # 3302,ODI 
England,South Africa,England,4 wickets,The Oval,"Aug 31, 2012",ODI # 3300,ODI 
England,South Africa,South Africa,80 runs,Southampton,"Aug 28, 2012",ODI # 3298,ODI 
England,South Africa,no result,,Cardiff,"Aug 24, 2012",ODI # 3296,ODI 
England,South Africa,England,6 runs,Chennai,"Mar 6, 2011",ODI # 3120,ODI 
South Africa,England,England,7 wickets,Gqeberha,"Nov 29, 2009",ODI # 2931,ODI 
South Africa,England,South Africa,112 runs,Cape Town,"Nov 27, 2009",ODI # 2930,ODI 
South Africa,England,England,7 wickets,Centurion,"Nov 22, 2009",ODI # 2929,ODI 
South Africa,England,England,22 runs,Centurion,"Sep 27, 2009",ODI # 2900,ODI 
England,South Africa,no result,,Cardiff,"Sep 3, 2008",ODI # 2761,ODI 
England,South Africa,England,7 wickets,Lord's,"Aug 31, 2008",ODI # 2759,ODI 
England,South Africa,England,126 runs,The Oval,"Aug 29, 2008",ODI # 2757,ODI 
England,South Africa,England,10 wickets,Nottingham,"Aug 26, 2008",ODI # 2754,ODI 
England,South Africa,England,20 runs,Leeds,"Aug 22, 2008",ODI # 2748,ODI 
England,South Africa,South Africa,9 wickets,Bridgetown,"Apr 17, 2007",ODI # 2574,ODI 
South Africa,England,South Africa,3 wickets,Centurion,"Feb 13, 2005",ODI # 2226,ODI 
South Africa,England,no result,,Durban,"Feb 11, 2005",ODI # 2225,ODI 
South Africa,England,South Africa,7 runs,East London,"Feb 9, 2005",ODI # 2224,ODI 
South Africa,England,South Africa,108 runs,Cape Town,"Feb 6, 2005",ODI # 2223,ODI 
South Africa,England,South Africa,3 wickets,Gqeberha,"Feb 4, 2005",ODI # 2221,ODI 
South Africa,England,tied,,Bloemfontein,"Feb 2, 2005",ODI # 2219,ODI 
South Africa,England,England,26 runs,Johannesburg,"Jan 30, 2005",ODI # 2216,ODI 
England,South Africa,England,7 wickets,Lord's,"Jul 12, 2003",ODI # 2037,ODI 
England,South Africa,England,4 wickets,Birmingham,"Jul 8, 2003",ODI # 2035,ODI 
England,South Africa,South Africa,7 wickets,Manchester,"Jul 3, 2003",ODI # 2032,ODI 
England,South Africa,England,6 wickets,The Oval,"Jun 28, 2003",ODI # 2029,ODI 
England,South Africa,South Africa,8 wickets,Nairobi (Gym),"Oct 10, 2000",ODI # 1636,ODI 
South Africa,England,South Africa,38 runs,Johannesburg,"Feb 13, 2000",ODI # 1560,ODI 
South Africa,England,South Africa,2 wickets,East London,"Feb 4, 2000",ODI # 1557,ODI 
South Africa,England,South Africa,1 run,Cape Town,"Jan 26, 2000",ODI # 1549,ODI 
South Africa,England,England,9 wickets,Bloemfontein,"Jan 23, 2000",ODI # 1546,ODI 
England,South Africa,South Africa,122 runs,The Oval,"May 22, 1999",ODI # 1455,ODI 
England,South Africa,South Africa,6 wickets,Dhaka,"Oct 25, 1998",ODI # 1358,ODI 
England,South Africa,South Africa,14 runs,Birmingham,"Aug 18, 1998",ODI # 1347,ODI 
England,South Africa,England,7 wickets,Leeds,"May 24, 1998",ODI # 1334,ODI 
England,South Africa,South Africa,32 runs,Manchester,"May 23, 1998",ODI # 1332,ODI 
England,South Africa,South Africa,3 wickets,The Oval,"May 21, 1998",ODI # 1331,ODI 
England,South Africa,South Africa,78 runs,Rawalpindi,"Feb 25, 1996",ODI # 1060,ODI 
South Africa,England,South Africa,64 runs,Gqeberha,"Jan 21, 1996",ODI # 1044,ODI 
South Africa,England,South Africa,14 runs,East London,"Jan 19, 1996",ODI # 1042,ODI 
